CustomerID,FirstName,MiddleName,LastName,Birthdate,StreetAddress,City,StateProvinceCode,CountryCode,ZipCode
256,"Nina                ",K,"Goff                ",1977-10-05,2800 Heliport Loop,Bloomington,IN,US,"47404     "
257,"Jeffrey             ",N,"Basil               ",1983-02-16,2693 Koontz Lane,Granada Hills,CA,US,"91344     "
258,"Billy               ",NULL,"Geller              ",1993-11-23,4482 Melrose Street,Spokane,WA,US,"99202     "
259,"Inez                ",S,"Ardoin              ",NULL,4642 Conifer Drive,Bellevue,WA,US,"98007     "
260,"Darwin              ",NULL,"Humphrey            ",1970-07-08,3240 Straford Park,Maysville,KY,US,"41056     "
261,"Sarah               ",A,"Hsu                 ",1971-05-28,4690 Barfield Lane,Carmel,IN,US,"46032     "
262,"Frank               ",C,"Eckert              ",NULL,3686 Havanna Street,Winston Salem,NC,US,"27107     "
263,"Michael             ",NULL,"Tineo               ",1957-10-05,3903 Sharon Lane,Elkhart,IN,US,"46514     "
264,"Ryan                ",D,"Hamilton            ",1975-11-01,1884 Pearl Street,Sacramento,*M,US,"95814     "
265,"Betty               ",NULL,"Buch                ",1948-02-12,4416 Smith Street,Worcester,MA,US,"01609     "
266,"John                ",NULL,"Steffen             ",1986-12-08,903 Buckhannan Avenue,Syracuse,NY,US,"13202     "
267,"James               ",G,"Silva               ",1955-09-22,2533 Abia Martin Drive,Commack,NY,US,"11725     "
268,"Clinton             ",NULL,"Clarke              ",1970-03-05,3575 Sycamore Road,The Dalles,OR,US,"97058     "
269,"Richard             ",J,"Fawcett             ",1997-11-17,1240 Shearwood Forest Drive,Manchester,NH,US,"03101     "
270,"Bernice             ",H,"Justice             ",1958-11-03,4721 Wayback Lane,Brentwood,NY,US,"11717     "
271,"John                ",D,"Willard             ",1970-05-06,987 White Avenue,Corpus Christi,TX,US,"78401     "
272,"Jean                ",J,"Rose                ",1894-07-12,2465 Dovetail Drive,Buffalo Grove,IL,US,"60089     "
273,"Robert              ",M,"Helms               ",1960-12-05,795 Kyle Street,Dunning,NE,US,"68833     "
274,"Jason               ",M,"Candler             ",1941-04-18,3855 Broadcast Drive,Arlington,VA,US,"22201     "
275,"Roger               ",NULL,"Williams            ",1953-11-03,604 Edgewood Avenue,Fresno,CA,US,"93704     "
276,"Marla               ",NULL,"Johnson             ",1985-03-17,3632 Mesa Drive,Las Vegas,NV,US,"89101     "
277,"John                ",NULL,"James               ",1997-09-04,1262 Leroy Lane,Watertown,SD,US,"57201     "
278,"Susan               ",N,"Forrester           ",1970-11-25,3879 Holden Street,San Diego,CA,US,"92103     "
279,"Manuel              ",R,"Purifoy             ",1965-12-21,1292 Isaacs Creek Road,Mason City,IL,US,"62664     "
280,"John                ",NULL,"Diego               ",1939-12-20,4728 Park Street,Oakland,CA,US,"94612     "
281,"Susanne             ",M,"Willis              ",1962-09-29,4396 Bridge Avenue,Lake Arthur,*M,US,"70549     "
282,"Eileen              ",J,"Collier             ",1946-04-17,1562 Rosewood Court,Rochester,MN,US,"55904     "
283,"Robert              ",L,"Hardiman            ",1988-11-26,4740 Progress Way,Minneapolis,*M,US,"55401     "
284,"Joan                ",C,"Ousley              ",1898-05-22,2236 Shearwood Forest Drive,Portsmouth,NH,US,"03801     "
285,"Jeffrey             ",NULL,"Nichols             ",1943-04-24,3972 Valley Drive,Phila,PA,US,"19103     "
286,"Joshua              ",NULL,"Claunch             ",NULL,1707 Stoney Lane,Richardson,TX,US,"75081     "
287,"Kathleen            ",J,"Evans               ",NULL,192 Arbor Court,Worland,WY,US,"82401     "
288,"Joanne              ",NULL,"Hurt                ",1953-01-05,1411 Cherry Ridge Drive,Friendship,NY,US,"14739     "
289,"Jacob               ",NULL,"Riggs               ",1944-04-14,872 Park Avenue,Sacramento,*M,US,"95823     "
290,"Joe                 ",J,"Bannister           ",1988-08-16,4497 Cemetery Street,Marina,CA,US,"93933     "
291,"Charlie             ",NULL,"Gunter              ",1946-10-22,4652 Olive Street,Elida,OH,US,"45807     "
292,"Nancy               ",R,"James               ",1971-05-10,865 Lucky Duck Drive,Pittsburgh,PA,US,"15219     "
293,"Heather             ",M,"Robles              ",1965-02-20,1811 Wilkinson Street,Nashville,*M,US,"37211     "
294,"Jeffrey             ",NULL,"Sutcliffe           ",1896-11-02,2351 Nuzum Court,Buffalo,NY,US,"14202     "
295,"Mary                ",NULL,"Everett             ",1992-11-06,434 Williams Lane,Wichita,KS,US,"67218     "
296,"Stephanie           ",NULL,"Faith               ",1983-06-01,4202 Buena Vista Avenue,Springfield,OR,US,"97477     "
297,"Barbara             ",NULL,"Severns             ",1978-07-19,580 Koontz Lane,North Hollywood,CA,US,"91601     "
298,"Willie              ",NULL,"Sheets              ",1953-01-18,2056 Tennessee Avenue,Southfield,MI,US,"48075     "
299,"Peter               ",D,"Morgan              ",1948-02-23,4785 Victoria Court,Portland,ME,US,"04101     "
300,"Linda               ",H,"Cox                 ",1943-09-12,1176 Hide A Way Road,Orlando,FL,US,"32810     "
